0	5	69.71	309	3	13	23.12	21.78	0.0
3	5	107.06	149	3	13	21.75	12.0	0.0
0	10	69.71	136	4	12	23.12	23.8	0.0
1	6	202.95	204	8	20	18.33	0.0	0.0
1	8	97.18	165	7	28	26.33	12.0	0.0
2	7	166.8	186	6	16	20.62	15.35	0.0
2	11	88.59	128	4	16	22.62	17.13	0.0
4	9	382.07	148	2	23	50.5	37.75	0.0
