2427.0,2426,1096,2579,41
1942.0,4848,1759,2422,31
4212.0,5709,170,1290,30
2392.0,2295,2050,1418,30
4135.0,4135,1117,170,28
4212.0,5709,2411,1290,25
4815.0,4815,1749,647,25
2427.0,2426,1096,1290,25
4925.0,4925,667,2073,25
1599.0,5709,1438,2579,24
2392.0,2295,2050,540,23
2447.0,2437,1276,1092,23
4925.0,4930,1580,1347,23
1108.0,4775,1122,650,22
1858.0,1858,969,1758,21
4815.0,4815,1337,647,21
1941.0,4399,1259,987,20
4925.0,4925,1749,2073,20
2447.0,2437,1303,1092,20
4212.0,5709,170,2579,20
4212.0,5709,2902,1290,19
4925.0,4925,1749,1579,19
1635.0,1566,1303,168,18
4925.0,4930,2074,675,18
1885.0,4468,1759,1667,17
4843.0,4930,1122,1347,17
4815.0,4815,667,647,17
4212.0,5709,186,1290,17
1293.0,4586,170,218,17
4925.0,4925,667,1579,17
1059.0,1059,819,650,17
5693.0,5693,3032,3033,17
2445.0,2717,1276,1054,17
1293.0,4586,819,218,17
2427.0,2447,1096,1303,16
1941.0,1942,1259,1623,16
4135.0,4135,815,170,16
1942.0,1858,2388,1758,16
4135.0,4135,1575,170,15
1605.0,1615,3364,2579,15
1599.0,5709,1438,1290,15
582.0,4136,1059,819,14
2392.0,2295,2050,1667,14
4925.0,4930,2074,819,14
4843.0,4930,650,819,14
1472.0,1472,3364,1290,14
4815.0,4815,647,1117,14
1108.0,4775,1580,1438,14
1108.0,4775,1580,650,14
4843.0,4925,650,667,14
